MovieID,Title,Genres,ImdbID,Links,title,year,description,duration,director,writer,stars,ratings
2196,Knock Off (1998),Action,120724,https://www.imdb.com/title/tt0120724/,Knock Off,1998,A fashion designer must join forces with a C.I.A. agent to combat terrorism.,1h 31m,['Hark Tsui'],['Steven E. de Souza'],"['Jean-Claude Van Damme', 'Rob Schneider', 'Lela Rochon']",4.8
2197,Firelight (1997),Drama,119125,https://www.imdb.com/title/tt0119125/,Firelight,1997,"In 1838, lovely governess Elisabeth agrees to bear a child of anonymous English landowner, and he will in return pay her father's debt. At birth she, as agreed, gives up the child. Seven years later she is hired as governess to a girl on a remote Sussex estate. The father of the girl, Charles Godwin, turns out to be that anonymous landowner. So Elisabeth has to be her... Read all",1h 43m,['William Nicholson'],['William Nicholson'],"['Sophie Marceau', 'Stephen Dillane', 'Dominique Belcourt']",7.2
2200,Under Capricorn (1949),Drama,42004,https://www.imdb.com/title/tt0042004/,Under Capricorn,1949,"A young gentleman goes to Australia where he reunites with his now married childhood sweetheart, only to find out she has become an alcoholic and harbors dark secrets.",1h 57m,['Alfred Hitchcock'],"['John Colton', 'Margaret Linden', 'Helen Simpson']","['Ingrid Bergman', 'Joseph Cotten', 'Michael Wilding']",6.1
2201,"Paradine Case, The (1947)",Drama,39694,https://www.imdb.com/title/tt0039694/,The Paradine Case,1947,A happily married London barrister falls in love with the accused poisoner he is defending.,2h 5m,['Alfred Hitchcock'],"['Robert Hichens', 'Alma Reville', 'David O. Selznick']","['Gregory Peck', 'Ann Todd', 'Charles Laughton']",6.5
2202,Lifeboat (1944),Drama|War,37017,https://www.imdb.com/title/tt0037017/,Lifeboat,1944,Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the crew members of the U-boat that sank their ship.,1h 37m,['Alfred Hitchcock'],"['John Steinbeck', 'Jo Swerling', 'Alfred Hitchcock']","['Tallulah Bankhead', 'John Hodiak', 'Walter Slezak']",7.6
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,36342,https://www.imdb.com/title/tt0036342/,Shadow of a Doubt,1943,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",1h 48m,['Alfred Hitchcock'],"['Thornton Wilder', 'Sally Benson', 'Alma Reville']","['Teresa Wright', 'Joseph Cotten', 'Macdonald Carey']",7.8
2204,Saboteur (1942),Mystery|Thriller,35279,https://www.imdb.com/title/tt0035279/,Saboteur,1942,A young man accused of sabotage goes on the lam to prove his innocence.,1h 49m,['Alfred Hitchcock'],"['Peter Viertel', 'Joan Harrison', 'Dorothy Parker']","['Priscilla Lane', 'Robert Cummings', 'Otto Kruger']",7.1
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,33922,https://www.imdb.com/title/tt0033922/,Mr. & Mrs. Smith,1941,A couple who have been married for three years are shocked to learn that their marriage is not legally valid.,1h 35m,['Alfred Hitchcock'],['Norman Krasna'],"['Carole Lombard', 'Robert Montgomery', 'Gene Raymond']",6.3
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,34248,https://www.imdb.com/title/tt0034248/,Suspicion,1941,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",1h 39m,['Alfred Hitchcock'],"['Samson Raphaelson', 'Joan Harrison', 'Alma Reville']","['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke']",7.3
2207,Jamaica Inn (1939),Drama,31505,https://www.imdb.com/title/tt0031505/,Jamaica Inn,1939,"In Cornwall, 1819, a young woman discovers she's living near a gang of criminals who arrange shipwrecks for profit.",1h 38m,['Alfred Hitchcock'],"['Sidney Gilliat', 'Joan Harrison', 'J.B. Priestley']","[""Maureen O'Hara"", 'Robert Newton', 'Charles Laughton']",6.3
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,30341,https://www.imdb.com/title/tt0030341/,The Lady Vanishes,1938,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",1h 36m,['Alfred Hitchcock'],"['Ethel Lina White', 'Sidney Gilliat', 'Frank Launder']","['Margaret Lockwood', 'Michael Redgrave', 'Paul Lukas']",7.8
2209,Young and Innocent (1937),Crime|Thriller,29811,https://www.imdb.com/title/tt0029811/,Young and Innocent,1937,A man on the run from a murder charge enlists a beautiful stranger who must put herself at risk for his cause.,1h 23m,['Alfred Hitchcock'],"['Josephine Tey', 'Charles Bennett', 'Edwin Greenwood']","['Nova Pilbeam', 'Derrick De Marney', 'Percy Marmont']",6.8
2210,Sabotage (1936),Thriller,28212,https://www.imdb.com/title/tt0028212/,Sabotage,1936,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",1h 16m,['Alfred Hitchcock'],"['Joseph Conrad', 'Charles Bennett', 'Ian Hay']","['Sylvia Sidney', 'Oskar Homolka', 'Desmond Tester']",7.0
2211,Secret Agent (1936),Thriller,28231,https://www.imdb.com/title/tt0028231/,Secret Agent,1936,"After three British Agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.",1h 26m,['Alfred Hitchcock'],"['Campbell Dixon', 'W. Somerset Maugham', 'Charles Bennett']","['John Gielgud', 'Madeleine Carroll', 'Robert Young']",6.4
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,25452,https://www.imdb.com/title/tt0025452/,The Man Who Knew Too Much,1934,An ordinary British couple vacationing in Switzerland suddenly find themselves embroiled in a case of international intrigue when their daughter is kidnapped by spies plotting a political assassination.,1h 15m,['Alfred Hitchcock'],"['Charles Bennett', 'D.B. Wyndham-Lewis', 'Edwin Greenwood']","['Leslie Banks', 'Edna Best', 'Peter Lorre']",6.7
2215,Rich and Strange (1932),Comedy|Romance,23395,https://www.imdb.com/title/tt0023395/,East of Shanghai,1931,"Believing that an unexpected inheritance will bring them happiness, a married couple instead finds their relationship strained to the breaking point.",1h 23m,['Alfred Hitchcock'],"['Dale Collins', 'Alfred Hitchcock', 'Alma Reville']","['Henry Kendall', 'Joan Barry', 'Percy Marmont']",5.7
2219,Murder! (1930),Mystery|Thriller,21165,https://www.imdb.com/title/tt0021165/,Murder!,1930,"A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.",1h 32m,['Alfred Hitchcock'],"['Clemence Dane', 'Helen Simpson', 'Alfred Hitchcock']","['Herbert Marshall', 'Norah Baring', 'Phyllis Konstam']",6.3
2221,Blackmail (1929),Drama|Thriller,19702,https://www.imdb.com/title/tt0019702/,Blackmail,1929,"After killing a man in self-defense, a young woman is blackmailed by a witness to the killing.",1h 25m,['Alfred Hitchcock'],"['Charles Bennett', 'Alfred Hitchcock', 'Benn W. Levy']","['Anny Ondra', 'John Longden', 'Sara Allgood']",6.9
2227,"Lodger, The (1926)",Crime|Drama|Thriller,17075,https://www.imdb.com/title/tt0017075/,The Lodger: A Story of the London Fog,1927,A landlady suspects her new lodger is the madman killing women in London.,1h 32m,['Alfred Hitchcock'],"['Marie Belloc Lowndes', 'Eliot Stannard', 'Alfred Hitchcock']","['June Tripp', 'Ivor Novello', 'Marie Ault']",7.3
2231,Rounders (1998),Drama,128442,https://www.imdb.com/title/tt0128442/,Rounders,1998,"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school.",2h 1m,['John Dahl'],"['David Levien', 'Brian Koppelman']","['Matt Damon', 'Edward Norton', 'Gretchen Mol']",7.3
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,123755,https://www.imdb.com/title/tt0123755/,Cube,1997,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.,1h 30m,['Vincenzo Natali'],"['AndrÃ© Bijelic', 'Vincenzo Natali', 'Graeme Manson']","['Nicole de Boer', 'Maurice Dean Wint', 'David Hewlett']",7.2
2234,Let's Talk About Sex (1998),Drama,165857,https://www.imdb.com/title/tt0165857/,Let's Talk About Sex,1998,A film about three young women who get more than they bargained for when they set out to interview passers-by on the streets of Miami Beach about sex.,1h 22m,['Troy Byer'],['Troy Byer'],"['Troy Byer', 'Paget Brewster', 'Randi Ingerman']",3.7
2236,Simon Birch (1998),Drama,124879,https://www.imdb.com/title/tt0124879/,Simon Birch,1998,A young boy with stunted growth is convinced that God has a great purpose for him.,1h 54m,['Mark Steven Johnson'],"['Mark Steven Johnson', 'John Irving']","['Ian Michael Smith', 'Joseph Mazzello', 'Ashley Judd']",6.8
2237,Without Limits (1998),Drama,119934,https://www.imdb.com/title/tt0119934/,Without Limits,1998,The life of renowned runner Steve Prefontaine and his relationship with legendary coach Bill Bowerman.,1h 57m,['Robert Towne'],"['Robert Towne', 'Kenny Moore']","['Billy Crudup', 'Donald Sutherland', 'Monica Potter']",7.2
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,75040,https://www.imdb.com/title/tt0075040/,Seven Beauties,1975,"The defense of honor, a strong value in Neapolitan society, and its effects on the life of everyman Pasquale Frafuso.",1h 56m,['Lina WertmÃ¼ller'],['Lina WertmÃ¼ller'],"['Giancarlo Giannini', 'Fernando Rey', 'Shirley Stoler']",7.7
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,73817,https://www.imdb.com/title/tt0073817/,Swept Away,1974,A trip into the Mediterranean sea becomes a trip into the discovery of how society's frameworks of the rich and poor are delicate and temporary.,1h 54m,['Lina WertmÃ¼ller'],['Lina WertmÃ¼ller'],"['Giancarlo Giannini', 'Mariangela Melato', 'Riccardo Salvino']",7.5
2240,My Bodyguard (1980),Drama,81207,https://www.imdb.com/title/tt0081207/,My Bodyguard,1980,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",1h 42m,['Tony Bill'],['Alan Ormsby'],"['Chris Makepeace', 'Adam Baldwin', 'Matt Dillon']",7.1
2241,Class (1983),Comedy,85346,https://www.imdb.com/title/tt0085346/,Class,1983,"A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected.",1h 38m,['Lewis John Carlino'],"['Jim Kouf', 'David Greenwalt']","['Jacqueline Bisset', 'Rob Lowe', 'Andrew McCarthy']",5.9
2242,"Grandview, U.S.A. (1984)",Drama,87359,https://www.imdb.com/title/tt0087359/,"Grandview, U.S.A.",1984,"With only a week left before graduation, a young dreamer itches to renounce an uninspiring scholarship, stand up to his despotic father and pursue a career in oceanography. But, has anyone ever spread his wings away from Grandview, U.S.A.?",1h 37m,['Randal Kleiser'],['Ken Hixon'],"['Jamie Lee Curtis', 'C. Thomas Howell', 'Patrick Swayze']",5.4
2243,Broadcast News (1987),Comedy|Drama|Romance,92699,https://www.imdb.com/title/tt0092699/,Broadcast News,1987,"Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly.",2h 13m,['James L. Brooks'],['James L. Brooks'],"['William Hurt', 'Albert Brooks', 'Holly Hunter']",7.2
2244,"Allnighter, The (1987)",Comedy|Romance,92537,https://www.imdb.com/title/tt0092537/,The Allnighter,1987,A Southern California coed parties with her roommates and flirts with a surfer next door.,1h 48m,['Tamar Simon Hoffs'],"['Tamar Simon Hoffs', 'M.L. Kessler']","['Susanna Hoffs', 'Dedee Pfeiffer', 'Joan Cusack']",4.2
2245,Working Girl (1988),Comedy|Drama|Romance,96463,https://www.imdb.com/title/tt0096463/,Working Girl,1988,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",1h 53m,['Mike Nichols'],['Kevin Wade'],"['Melanie Griffith', 'Harrison Ford', 'Sigourney Weaver']",6.8
2246,Stars and Bars (1988),Action|Comedy|Romance,96166,https://www.imdb.com/title/tt0096166/,Stars and Bars,1988,A British art expert travels across America in order to purchase a rare Renoir painting in the South but comes across some crazy characters in the process.,1h 34m,"[""Pat O'Connor""]",['William Boyd'],"['Daniel Day-Lewis', 'Harry Dean Stanton', 'Kent Broadhurst']",4.8
2247,Married to the Mob (1988),Comedy,95593,https://www.imdb.com/title/tt0095593/,Married to the Mob,1988,"A mobster's wife hates her lifestyle, but gets a chance to change it when her husband is killed - if the Long Island mob and the FBI let her.",1h 44m,['Jonathan Demme'],"['Barry Strugatz', 'Mark R. Burns']","['Michelle Pfeiffer', 'Alec Baldwin', 'Paul Lazar']",6.2
2248,Say Anything... (1989),Comedy|Drama|Romance,98258,https://www.imdb.com/title/tt0098258/,Say Anything,1989,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,1h 40m,['Cameron Crowe'],['Cameron Crowe'],"['John Cusack', 'Ione Skye', 'John Mahoney']",7.3
2249,My Blue Heaven (1990),Comedy,100212,https://www.imdb.com/title/tt0100212/,My Blue Heaven,1990,"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.",1h 37m,['Herbert Ross'],['Nora Ephron'],"['Steve Martin', 'Rick Moranis', 'Joan Cusack']",6.2
2250,Men Don't Leave (1990),Drama,100134,https://www.imdb.com/title/tt0100134/,Men Don't Leave,1990,"Jessica Lange plays Beth in this warm-hearted, funny fable about staying together when all else is falling apart.",1h 55m,['Paul Brickman'],"['Barbara Benedek', 'Paul Brickman', 'MoshÃ© Mizrahi']","['Jessica Lange', 'Kathy Bates', 'Arliss Howard']",6.6
2252,Hero (1992),Comedy|Drama,104412,https://www.imdb.com/title/tt0104412/,Hero,1992,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",1h 59m,['Stephen Frears'],"['Laura Ziskin', 'Alvin Sargent', 'David Webb Peoples']","['Dustin Hoffman', 'Geena Davis', 'Andy Garcia']",6.5
2253,Toys (1992),Comedy|Fantasy,105629,https://www.imdb.com/title/tt0105629/,Toys,1992,"When Lieutenant General Leland Zevo (Sir Michael Gambon) inherits a toymaking company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever.",1h 58m,['Barry Levinson'],"['Valerie Curtin', 'Barry Levinson']","['Robin Williams', 'Michael Gambon', 'Joan Cusack']",5.1
2255,Young Doctors in Love (1982),Comedy,84938,https://www.imdb.com/title/tt0084938/,Young Doctors in Love,1982,It's a spoof on hospital soap operas with a few gangsters thrown in. A new batch of interns begins at City Hospital.,1h 36m,['Garry Marshall'],"['Michael Elias', 'Rich Eustis']","['Michael McKean', 'Sean Young', 'Gary Friedkin']",5.4
2256,Parasite (1982),Horror|Sci-Fi,84472,https://www.imdb.com/title/tt0084472/,Parasite,1982,"In a post-apocalyptic USA, a doctor/scientist infected with a new strain of parasite ends up in a small desert town, trying to find a cure.",1h 25m,['Charles Band'],"['Alan J. Adler', 'Michael Shoob', 'Frank Levering']","['Robert Glaudini', 'Demi Moore', 'Luca Bercovici']",3.9
2257,No Small Affair (1984),Comedy|Romance,87810,https://www.imdb.com/title/tt0087810/,No Small Affair,1984,"16 y.o. Charles loves to photograph. A cute girl's photo ends up in his camera. He later sees the older Laura singing in a bar. He takes a lot more photos of her and ends seeing her again, wishing to help her career.",1h 42m,['Jerry Schatzberg'],"['Craig Bolotin', 'Terence Mulcahy']","['Jon Cryer', 'Demi Moore', 'George Wendt']",5.5
2259,Blame It on Rio (1984),Comedy|Romance,86973,https://www.imdb.com/title/tt0086973/,Blame It on Rio,1984,Best friends and their daughters vacation in Rio de Janeiro only for one to fall for the other's daughter.,1h 40m,['Stanley Donen'],"['Charlie Peters', 'Larry Gelbart', 'Claude Berri']","['Michael Caine', 'Michelle Johnson', 'Demi Moore']",5.8
2260,Wisdom (1986),Crime|Drama,92225,https://www.imdb.com/title/tt0092225/,Wisdom,1986,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",1h 49m,['Emilio Estevez'],['Emilio Estevez'],"['Emilio Estevez', 'Demi Moore', 'Tom Skerritt']",5.7
2261,One Crazy Summer (1986),Comedy,91680,https://www.imdb.com/title/tt0091680/,One Crazy Summer,1986,An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,1h 33m,['Savage Steve Holland'],['Savage Steve Holland'],"['John Cusack', 'Demi Moore', 'Linda Warren']",6.3
2262,About Last Night... (1986),Comedy|Drama|Romance,90583,https://www.imdb.com/title/tt0090583/,About Last Night,1986,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",1h 53m,['Edward Zwick'],"['David Mamet', 'Tim Kazurinsky', 'Denise DeClue']","['Rob Lowe', 'Demi Moore', 'Jim Belushi']",6.2
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,96073,https://www.imdb.com/title/tt0096073/,The Seventh Sign,1988,"Abby Quinn is eagerly awaiting childbirth but is haunted by dreams where she suffers a miscarriage. When she decides to rent a room to a mysterious stranger, she realizes a chain of events that will unleash the end of humanity.",1h 37m,['Carl Schultz'],"['Ellen Green', 'Clifford Green']","['Demi Moore', 'Michael Biehn', 'JÃ¼rgen Prochnow']",5.8
2264,We're No Angels (1989),Comedy|Crime,98625,https://www.imdb.com/title/tt0098625/,We're No Angels,1989,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,1h 46m,['Neil Jordan'],"['David Mamet', 'Ranald MacDougall', 'Albert Husson']","['Robert De Niro', 'Sean Penn', 'Demi Moore']",6.1
2265,Nothing But Trouble (1991),Adventure|Comedy,102558,https://www.imdb.com/title/tt0102558/,Nothing But Trouble,1991,A businessman and his friends are captured by a sadistic judge and his equally odd family in a bizarre mansion in the backwoods.,1h 34m,['Dan Aykroyd'],"['Peter Aykroyd', 'Dan Aykroyd']","['Chevy Chase', 'Dan Aykroyd', 'John Candy']",5.0
2266,"Butcher's Wife, The (1991)",Comedy|Romance,101523,https://www.imdb.com/title/tt0101523/,The Butcher's Wife,1991,"A clairvoyant impulsively marries a butcher, moves to New York City and has a positive impact on the people she meets, changing their futures...which in turn changes hers.",1h 47m,['Terry Hughes'],"['Ezra Litwak', 'Marjorie Schwartz Nielsen']","['Demi Moore', 'Jeff Daniels', 'George Dzundza']",5.4
2267,Mortal Thoughts (1991),Mystery|Thriller,102469,https://www.imdb.com/title/tt0102469/,Mortal Thoughts,1991,Two detectives interrogate a hairdresser on two homicides she may or may not have been involved in.,1h 43m,['Alan Rudolph'],"['William Reilly', 'Claude Kerven']","['Demi Moore', 'Glenne Headly', 'Bruce Willis']",5.7
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,104257,https://www.imdb.com/title/tt0104257/,A Few Good Men,1992,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,2h 18m,['Rob Reiner'],['Aaron Sorkin'],"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",7.7
2269,Indecent Proposal (1993),Drama|Romance,107211,https://www.imdb.com/title/tt0107211/,Indecent Proposal,1993,"A billionaire offers $1,000,000 to a young married couple for one night with the wife.",1h 57m,['Adrian Lyne'],"['Jack Engelhard', 'Amy Holden Jones']","['Robert Redford', 'Demi Moore', 'Woody Harrelson']",6.0
2271,Permanent Midnight (1998),Drama,120788,https://www.imdb.com/title/tt0120788/,Permanent Midnight,1998,A comedy writer struggles to overcome his addiction to heroin.,1h 28m,['David Veloz'],"['Jerry Stahl', 'David Veloz']","['Ben Stiller', 'Maria Bello', 'Jay Paulson']",6.2
2272,One True Thing (1998),Drama,120776,https://www.imdb.com/title/tt0120776/,One True Thing,1998,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,2h 7m,['Carl Franklin'],"['Anna Quindlen', 'Karen Croner']","['Meryl Streep', 'RenÃ©e Zellweger', 'William Hurt']",6.9
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,120812,https://www.imdb.com/title/tt0120812/,Rush Hour,1998,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",1h 38m,['Brett Ratner'],"['Ross LaManna', 'Jim Kouf']","['Jackie Chan', 'Chris Tucker', 'Ken Leung']",7.0
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,118736,https://www.imdb.com/title/tt0118736/,Six-String Samurai,1998,"In the post-apocalyptic world of 1990s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them.",1h 31m,['Lance Mungia'],"['Jeffrey Falcon', 'Lance Mungia']","['Jeffrey Falcon', 'Justin McGuire', 'Kim De Angelo']",6.4
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,120835,https://www.imdb.com/title/tt0120835/,A Soldier's Daughter Never Cries,1998,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful author who obviously drinks too much and is starting to experience health problems. Living in France with his wife, daughter, and an adopted son, the family travels an unconvention... Read all",2h 7m,['James Ivory'],"['Kaylie Jones', 'James Ivory', 'Ruth Prawer Jhabvala']","['Leelee Sobieski', 'Kris Kristofferson', 'Barbara Hershey']",6.8
2278,Ronin (1998),Action|Crime|Thriller,122690,https://www.imdb.com/title/tt0122690/,Ronin,1998,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.,2h 2m,['John Frankenheimer'],"['J.D. Zeik', 'David Mamet']","['Robert De Niro', 'Jean Reno', 'Natascha McElhone']",7.2
2279,Urban Legend (1998),Horror|Thriller,146336,https://www.imdb.com/title/tt0146336/,Urban Legend,1998,A college student suspects a series of bizarre deaths are connected to certain urban legends.,1h 39m,['Jamie Blanks'],['Silvio Horta'],"['Jared Leto', 'Alicia Witt', 'Rebecca Gayheart']",5.6
2280,Clay Pigeons (1998),Crime,118863,https://www.imdb.com/title/tt0118863/,Clay Pigeons,1998,"After hearing that his wife sleeps with Clay, Earl kills himself, making it look like Clay shot him. The widow doesn't like it when Clay starts sees another woman instead. Bodies start piling up.",1h 44m,['David Dobkin'],['Matthew L. Healy'],"['Joaquin Phoenix', 'Vince Vaughn', 'Janeane Garofalo']",6.6
2281,Monument Ave. (1998),Action|Crime|Drama,119802,https://www.imdb.com/title/tt0119802/,Monument Ave.,1998,A small-time hoodlum is divided between his conscience and loyalty to his boss when his cousin is murdered.,1h 33m,['Ted Demme'],"['Mike Armstrong', 'Denis Leary']","['Denis Leary', 'Ian Hart', 'Jason Barry']",6.6
2282,Pecker (1998),Comedy|Drama,126604,https://www.imdb.com/title/tt0126604/,Pecker,1998,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame.",1h 27m,['John Waters'],['John Waters'],"['Edward Furlong', 'Christina Ricci', 'Bess Armstrong']",6.3
2283,"Sheltering Sky, The (1990)",Drama,100594,https://www.imdb.com/title/tt0100594/,The Sheltering Sky,1990,"An American couple travel abroad to revitalize their relationship. But as the trip drags on, their attempt at recovering what they once had seems futile.",2h 18m,['Bernardo Bertolucci'],"['Paul Bowles', 'Mark Peploe', 'Bernardo Bertolucci']","['Debra Winger', 'John Malkovich', 'Campbell Scott']",6.7
2284,Bandit Queen (1994),Drama,109206,https://www.imdb.com/title/tt0109206/,Bandit Queen,1994,The story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994.,1h 59m,['Shekhar Kapur'],"['Ranjit Kapoor', 'Mala Sen']","['Seema Biswas', 'Nirmal Pandey', 'Rajesh Vivek']",7.5
2285,If.... (1968),Drama,63850,https://www.imdb.com/title/tt0063850/,If....,1968,"In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England.",1h 51m,['Lindsay Anderson'],"['David Sherwin', 'John Howlett']","['Malcolm McDowell', 'David Wood', 'Richard Warwick']",7.4
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,80731,https://www.imdb.com/title/tt0080731/,The Fiendish Plot of Dr. Fu Manchu,1980,"When Fu's age-regressing elixir vitae is spilled by a hapless flunky, Fu Manchu sends his lackeys to round up supplies for a fresh batch of elixir, including a precious jewel, which prompts a team of agents to track him down.",1h 40m,"['Piers Haggard', 'Richard Quine', 'Peter Sellers']","['Rudy Dochtermann', 'Jim Moloney', 'Sax Rohmer']","['Peter Sellers', 'Helen Mirren', 'David Tomlinson']",4.9
2287,Them! (1954),Horror|Sci-Fi|Thriller,47573,https://www.imdb.com/title/tt0047573/,Them!,1954,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.,1h 34m,['Gordon Douglas'],"['Ted Sherdeman', 'Russell S. Hughes', 'George Worthing Yates']","['James Whitmore', 'Edmund Gwenn', 'Joan Weldon']",7.2
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,84787,https://www.imdb.com/title/tt0084787/,The Thing,1982,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,1h 49m,['John Carpenter'],"['Bill Lancaster', 'John W. Campbell Jr.']","['Kurt Russell', 'Wilford Brimley', 'Keith David']",8.2
2289,"Player, The (1992)",Comedy|Crime|Drama,105151,https://www.imdb.com/title/tt0105151/,The Player,1992,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",2h 4m,['Robert Altman'],['Michael Tolkin'],"['Tim Robbins', 'Greta Scacchi', 'Fred Ward']",7.5
2290,Stardust Memories (1980),Comedy|Drama,81554,https://www.imdb.com/title/tt0081554/,Stardust Memories,1980,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films.",1h 29m,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Charlotte Rampling', 'Jessica Harper']",7.2
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,99487,https://www.imdb.com/title/tt0099487/,Edward Scissorhands,1990,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",1h 45m,['Tim Burton'],"['Tim Burton', 'Caroline Thompson']","['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']",7.9
2292,Overnight Delivery (1996),Comedy|Romance,117276,https://www.imdb.com/title/tt0117276/,Overnight Delivery,1998,"Wyatt writes an angry letter to his girlfriend, believing she's dating Ricker. Ricker's a dog. Helped by stripper Ivy, he tries to get the letter off a truck the next 24 hours.",1h 27m,['Jason Bloom'],"['Marc Sedaka', 'Steve Bloom']","['Paul Rudd', 'Christine Taylor', 'Reese Witherspoon']",6.0
2293,Shadrach (1998),Drama,144604,https://www.imdb.com/title/tt0144604/,Shadrach,1998,"In 1935, ninety-nine-year-old former slave Shadrach asks to be buried on the soil where he was born to slavery, and that land is owned by the large Dabney family, consisting of Vernon, Trixie, and their seven children, and to bury a black man on that land is a violation of strict Virginia law.",1h 28m,['Susanna Styron'],"['William Styron', 'Susanna Styron', 'Bridget Terry']","['Martin Sheen', 'John Franklin Sawyer', 'Scott Terra']",6.3
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,120587,https://www.imdb.com/title/tt0120587/,Antz,1998,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,1h 23m,"['Eric Darnell', 'Tim Johnson']","['Todd Alcott', 'Chris Weitz', 'Paul Weitz']","['Woody Allen', 'Sharon Stone', 'Gene Hackman']",6.6
2295,"Impostors, The (1998)",Comedy,120823,https://www.imdb.com/title/tt0120823/,The Impostors,1998,"Wrongly accused of physically abusing a fellow actor, starving thespians Arthur and Maurice find themselves pursued by the law aboard a cruise ship.",1h 41m,['Stanley Tucci'],['Stanley Tucci'],"['Oliver Platt', 'Stanley Tucci', 'Walker Jones']",6.5
